id,tokens,ner_tags
1442,"['It' 'is' 'of' 'interest' 'primarily' 'because' 'it' 'operates' 'in'
 'conjunction' 'with' 'various' 'banking' 'win32-Trojans' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10  3 10]
1443,"['Its' 'main' 'task' 'is' 'to' 'bypass' 'the' 'two-factor'
 'authentication' 'of' 'the' 'client' 'in' 'the' 'online' 'banking'
 'system' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1444,"['Due' 'to' 'the' 'specific' 'nature' 'of' 'its' 'activity' ',' 'Perkele'
 'is' 'distributed' 'in' 'a' 'rather' 'unusual' 'way' '.']",[10 10 10 10 10 10 10 10 10  1 10 10 10 10 10 10 10 10]
1445,"['When' 'a' 'user' 'enters' 'an' 'Internet' 'banking' 'site' 'on' 'a'
 'computer' 'infected' 'by' 'banking' 'malware' '(' 'ZeuS' ',' 'Citadel'
 ')' ',' 'a' 'request' 'about' 'the' 'smartphone' 'number' 'and' 'type'
 'of' 'operating' 'system' 'is' 'injected' 'into' 'the' 'code' 'of' 'the'
 'authentication' 'page' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  1 10  1 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
1446,"['This' 'data' 'is' 'immediately' 'sent' 'to' 'the' 'cybercriminals' 'and'
 'the' 'computer' 'displays' 'the' 'QR' 'code' 'containing' 'a' 'link'
 'to' 'the' 'alleged' 'certificate' 'of' 'the' 'online' 'banking' 'system'
 '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10]"
1447,"['After' 'scanning' 'the' 'QR' 'code' 'and' 'installing' 'a' 'component'
 'downloaded' 'from' 'the' 'link' ',' 'the' 'user' 'infects' 'his'
 'smartphone' 'with' 'the' 'Trojan' 'program' 'that' 'boasts'
 'functionality' 'that' 'is' 'of' 'great' 'interest' 'to' 'the'
 'attackers' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10]"
1448,"['Perkele' 'intercepts' 'mTANs' '(' 'confirmation' 'codes' 'for' 'banking'
 'operations' ')' 'sent' 'by' 'the' 'bank' 'via' 'text' 'message' '.']",[ 1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1449,"['By' 'using' 'the' 'login' 'and' 'password' 'stolen' 'from' 'the'
 'browser' ',' 'the' 'Windows' 'Trojan' 'initiates' 'a' 'fake'
 'transaction' 'while' 'Perkele' 'intercepts' '(' 'via' 'the' 'C' '&' 'C'
 'server' ')' 'the' 'mTAN' 'sent' 'by' 'the' 'bank' 'to' 'the' 'user' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  1 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
1450,"['Money' 'then' 'disappears' 'from' 'the' 'victim' '’' 's' 'account' 'and'
 'is' 'cashed' 'in' 'without' 'the' 'owner' '’' 's' 'knowledge' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1451,"['The' 'Korean' 'malware' 'Wroba' ',' 'in' 'addition' 'to' 'the'
 'traditional' 'vector' 'of' 'infection' 'via' 'file-sharing' 'services'
 ',' 'spreads' 'via' 'alternative' 'app' 'stores' '.']",[10 10 10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1452,"['Once' 'it' 'infects' 'a' 'device' ',' 'Wroba' 'behaves' 'very'
 'aggressively' '.']",[10 10 10 10 10 10  1 10 10 10 10]
1453,"['It' 'searches' 'for' 'mobile' 'banking' 'applications' ',' 'removes'
 'them' 'and' 'uploads' 'counterfeit' 'versions' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1454,"['From' 'the' 'outside' ',' 'they' 'are' 'indistinguishable' 'from' 'the'
 'legitimate' 'applications' '.']",[10 10 10 10 10 10 10 10 10 10 10 10]
1455,"['However' ',' 'they' 'possess' 'no' 'banking' 'functions' ',' 'and'
 'merely' 'steal' 'the' 'logins' 'and' 'passwords' 'entered' 'by' 'users'
 '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1456,"['ViperRAT' ':' 'The' 'Mobile' 'APT' 'Targeting' 'The' 'Israeli' 'Defense'
 'Force' 'That' 'Should' 'Be' 'On' 'Your' 'Radar' 'February' '16' ','
 '2017' 'ViperRAT' 'is' 'an' 'active' ',' 'advanced' 'persistent' 'threat'
 '(' 'APT' ')' 'that' 'sophisticated' 'threat' 'actors' 'are' 'actively'
 'using' 'to' 'target' 'and' 'spy' 'on' 'the' 'Israeli' 'Defense'
 'Force.The' 'threat' 'actors' 'behind' 'the' 'ViperRAT'
 'surveillanceware' 'collect' 'a' 'significant' 'amount' 'of' 'sensitive'
 'information' 'off' 'of' 'the' 'device' ',' 'and' 'seem' 'most'
 'interested' 'in' 'exfiltrating' 'images' 'and' 'audio' 'content' '.']","[ 1 10 10 10 10 10 10  2  7  7 10 10 10 10 10 10 10 10 10 10  1 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  2  7  7 10
 10 10 10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10]"
1457,"['The' 'attackers' 'are' 'also' 'hijacking' 'the' 'device' 'camera' 'to'
 'take' 'pictures' '.']",[10 10 10 10 10 10 10 10 10 10 10 10]
1458,"['Using' 'data' 'collected' 'from' 'the' 'Lookout' 'global' 'sensor'
 'network' ',' 'the' 'Lookout' 'research' 'team' 'was' 'able' 'to' 'gain'
 'unique' 'visibility' 'into' 'the' 'ViperRAT' 'malware' ',' 'including'
 '11' 'new' ',' 'unreported' 'applications' '.']","[10 10 10 10 10  2 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  1 10
 10 10 10 10 10 10 10 10]"
1459,"['We' 'also' 'discovered' 'and' 'analyzed' 'live' ',' 'misconfigured'
 'malicious' 'command' 'and' 'control' 'servers' '(' 'C2' ')' ',' 'from'
 'which' 'we' 'were' 'able' 'to' 'identify' 'how' 'the' 'attacker' 'gets'
 'new' ',' 'infected' 'apps' 'to' 'secretly' 'install' 'and' 'the' 'types'
 'of' 'activities' 'they' 'are' 'monitoring' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
1460,"['In' 'addition' ',' 'we' 'uncovered' 'the' 'IMEIs' 'of' 'the' 'targeted'
 'individuals' '(' 'IMEIs' 'will' 'not' 'be' 'shared' 'publicly' 'for'
 'the' 'privacy' 'and' 'safety' 'of' 'the' 'victims' ')' 'as' 'well' 'as'
 'the' 'types' 'of' 'exfiltrated' 'content' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10]"
1461,"['In' 'aggregate' ',' 'the' 'type' 'of' 'information' 'stolen' 'could'
 'let' 'an' 'attacker' 'know' 'where' 'a' 'person' 'is' ',' 'with' 'whom'
 'they' 'are' 'associated' '(' 'including' 'contacts' '’' 'profile'
 'photos' ')' ',' 'the' 'messages' 'they' 'are' 'sending' ',' 'the'
 'websites' 'they' 'visit' 'and' 'search' 'history' ',' 'screenshots'
 'that' 'reveal' 'data' 'from' 'other' 'apps' 'on' 'the' 'device' ','
 'the' 'conversations' 'they' 'have' 'in' 'the' 'presence' 'of' 'the'
 'device' ',' 'and' 'a' 'myriad' 'of' 'images' 'including' 'anything' 'at'
 'which' 'device' '’' 's' 'camera' 'is' 'pointed' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10]"
1462,"['Lookout' 'has' 'determined' 'ViperRAT' 'is' 'a' 'very' 'sophisticated'
 'threat' 'that' 'adds' 'to' 'the' 'mounting' 'evidence' 'that' 'targeted'
 'mobile' 'attacks' 'against' 'governments' 'and' 'business' 'is' 'a'
 'real' 'problem' '.']","[ 2 10 10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10]"
1463,"['Lookout' 'researchers' 'have' 'been' 'tracking' 'this' 'threat' 'for'
 'the' 'last' 'month' '.']",[ 2 10 10 10 10 10 10 10 10 10 10 10]
1464,"['Given' 'that' 'this' 'is' 'an' 'active' 'threat' ',' 'we' '’' 've'
 'been' 'working' 'behind-the-scenes' 'with' 'our' 'customers' 'to'
 'ensure' 'both' 'personal' 'and' 'enterprise' 'customers' 'are'
 'protected' 'from' 'this' 'threat' 'and' 'only' 'decided' 'to' 'come'
 'forward' 'with' 'this' 'information' 'after' 'the' 'research' 'team'
 'at' 'Kaspersky' 'released' 'a' 'report' 'earlier' 'today' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  2 10 10 10 10
 10 10]"
1465,"['Additionally' ',' 'we' 'have' 'determined' 'that' 'though' 'original'
 'reports' 'of' 'this' 'story' 'attribute' 'this' 'surveillanceware'
 'tool' 'to' 'Hamas' ',' 'this' 'may' 'not' 'be' 'the' 'case' ',' 'as'
 'we' 'demonstrate' 'below' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  2 10 10 10 10 10 10
 10 10 10 10 10 10 10]"
1466,"['The' 'increasing' 'sophistication' 'of' 'surveillanceware' 'The'
 'structure' 'of' 'the' 'surveillanceware' 'indicates' 'it' 'is' 'very'
 'sophisticated' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1467,"['Analysis' 'indicates' 'there' 'are' 'currently' 'two' 'distinct'
 'variants' 'of' 'ViperRAT' '.']",[10 10 10 10 10 10 10 10 10  1 10]
1468,"['The' 'first' 'variant' 'is' 'a' '“' 'first' 'stage' 'application' ','
 '”' 'that' 'performs' 'basic' 'profiling' 'of' 'a' 'device' ',' 'and'
 'under' 'certain' 'conditions' 'attempts' 'to' 'download' 'and' 'install'
 'a' 'much' 'more' 'comprehensive' 'surveillanceware' 'component' ','
 'which' 'is' 'the' 'second' 'variant' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
1469,"['The' 'first' 'variant' 'involves' 'social' 'engineering' 'the' 'target'
 'into' 'downloading' 'a' 'trojanized' 'app' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1470,"['Previous' 'reports' 'alleged' 'this' 'surveillanceware' 'tool' 'was'
 'deployed' 'using' '‘' 'honey' 'traps' '’' 'where' 'the' 'actor' 'behind'
 'it' 'would' 'reach' 'out' 'to' 'targets' 'via' 'fake' 'social' 'media'
 'profiles' 'of' 'young' 'women' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10]"
1471,"['After' 'building' 'an' 'initial' 'rapport' 'with' 'targets' ',' 'the'
 'actors' 'behind' 'these' 'social' 'media' 'accounts' 'would' 'instruct'
 'victims' 'to' 'install' 'an' 'additional' 'app' 'for' 'easier'
 'communication' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10]"
1472,"['Specifically' ',' 'Lookout' 'determined' 'these' 'were' 'trojanized'
 'versions' 'of' 'the' 'apps' 'SR' 'Chat' 'and' 'YeeCall' 'Pro' '.']",[10 10  2 10 10 10 10 10 10 10 10  3  8 10  3  8 10]
1473,"['We' 'also' 'uncovered' 'ViperRAT' 'in' 'a' 'billiards' 'game' ',' 'an'
 'Israeli' 'Love' 'Songs' 'player' ',' 'and' 'a' 'Move' 'To' 'iOS' 'app'
 '.']",[10 10 10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  3 10 10]
1474,"['The' 'second' 'stage' 'The' 'second' 'stage' 'apps' 'contain' 'the'
 'surveillanceware' 'capabilities' '.']",[10 10 10 10 10 10 10 10 10 10 10 10]
1475,"['Lookout' 'uncovered' 'nine' 'secondary' 'payload' 'applications' ':' '*'
 'These' 'apps' 'have' 'not' 'been' 'previously' 'reported' 'and' 'were'
 'discovered' 'using' 'data' 'from' 'the' 'Lookout' 'global' 'sensor'
 'network' ',' 'which' 'collects' 'app' 'and' 'device' 'information'
 'from' 'over' '100' 'million' 'sensors' 'to' 'provide' 'researchers'
 'and' 'customers' 'with' 'a' 'holistic' 'look' 'at' 'the' 'mobile'
 'threat' 'ecosystem' 'today' '.']","[ 2 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  2 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10]"
1476,"['Naming' 'additional' 'payload' 'applications' 'as' 'system' 'updates'
 'is' 'a' 'clever' 'technique' 'used' 'by' 'malware' 'authors' 'to'
 'trick' 'victims' 'into' 'believing' 'a' 'threat' 'isn' '’' 't' 'present'
 'on' 'their' 'device' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10]"
1477,"['ViperRAT' 'takes' 'this' 'one' 'step' 'further' 'by' 'using' 'its'
 'dropper' 'app' 'to' 'identify' 'an' 'appropriate' 'second' 'stage' '‘'
 'update' '’' 'that' 'may' 'go' 'unnoticed' '.']","[ 1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10]"
1478,"['For' 'example' ',' 'if' 'a' 'victim' 'has' 'Viber' 'on' 'their' 'device'
 ',' 'it' 'will' 'choose' 'to' 'retrieve' 'the' 'Viber' 'Update' 'second'
 'stage' '.']",[10 10 10 10 10 10 10  3 10 10 10 10 10 10 10 10 10 10  3  8 10 10 10]
1479,"['If' 'he' 'doesn' '’' 't' 'have' 'Viber' ',' 'the' 'generically-named'
 'System' 'Updates' 'app' 'gets' 'downloaded' 'and' 'installed' 'instead'
 '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1480,"['What' 'was' 'taken' 'The' 'actors' 'behind' 'ViperRAT' 'seem' 'to' 'be'
 'particularly' 'interested' 'in' 'image' 'data' '.']",[10 10 10 10 10 10  1 10 10 10 10 10 10 10 10 10]
1481,"['We' 'were' 'able' 'to' 'identify' 'that' '8,929' 'files' 'had' 'been'
 'exfiltrated' 'from' 'compromised' 'devices' 'and' 'that' 'the'
 'overwhelming' 'majority' 'of' 'these' ',' '97' 'percent' ',' 'were'
 'highly' 'likely' 'encrypted' 'images' 'taken' 'using' 'the' 'device'
 'camera' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10]"
1482,"['We' 'also' 'observed' 'automatically' 'generated' 'files' 'on' 'the'
 'C2' ',' 'indicating' 'the' 'actor' 'behind' 'this' 'campaign' 'also'
 'issues' 'commands' 'to' 'search' 'for' 'and' 'exfiltrate' 'PDF' 'and'
 'Office' 'documents' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10]"
1483,"['This' 'should' 'be' 'highly' 'alarming' 'to' 'any' 'government' 'agency'
 'or' 'enterprise' '.']",[10 10 10 10 10 10 10 10 10 10 10 10]
1484,"['We' 'observed' 'legitimate' 'exfiltrated' 'files' 'of' 'the' 'following'
 'types' 'of' 'data' ':' 'Contact' 'information' 'Compressed' 'recorded'
 'audio' 'in' 'the' 'Adaptive' 'Multi-Rate' '(' 'amr' ')' 'file' 'format'
 'Images' 'captured' 'from' 'the' 'device' 'camera' 'Images' 'stored' 'on'
 'both' 'internal' 'device' 'and' 'SDCard' 'storage' 'that' 'are' 'listed'
 'in' 'the' 'MediaStore' 'Device' 'geolocation' 'information' 'SMS'
 'content' 'Chrome' 'browser' 'search' 'history' 'and' 'bookmarks' 'Call'
 'log' 'information' 'Cell' 'tower' 'information' 'Device' 'network'
 'metadata' ';' 'such' 'as' 'phone' 'number' ',' 'device' 'software'
 'version' ',' 'network' 'country' ',' 'network' 'operator' ',' 'SIM'
 'country' ',' 'SIM' 'operator' ',' 'SIM' 'serial' ',' 'IMSI' ',' 'voice'
 'mail' 'number' ',' 'phone' 'type' ',' 'network' 'type' ',' 'data'
 'state' ',' 'data' 'activity' ',' 'call' 'state' ',' 'SIM' 'state' ','
 'whether' 'device' 'is' 'roaming' ',' 'and' 'if' 'SMS' 'is' 'supported'
 '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10]"
1485,"['Standard' 'browser' 'search' 'history' 'Standard' 'browser' 'bookmarks'
 'Device' 'handset' 'metadata' ';' 'such' 'as' 'brand' ',' 'display' ','
 'hardware' ',' 'manufacturer' ',' 'product' ',' 'serial' ',' 'radio'
 'version' ',' 'and' 'SDK' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10]"
1486,"['Command' 'and' 'control' 'API' 'calls' 'ViperRAT' 'samples' 'are'
 'capable' 'of' 'communicating' 'to' 'C2' 'servers' 'through' 'an'
 'exposed' 'API' 'as' 'well' 'as' 'websockets' '.']",[10 10 10 10 10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1487,"['Below' 'is' 'a' 'collection' 'of' 'API' 'methods' 'and' 'a' 'brief'
 'description' 'around' 'their' 'purpose' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1488,"['On' 'attribution' 'Media' 'reporting' 'on' 'ViperRAT' 'thus' 'far'
 'attributes' 'this' 'surveillanceware' 'tool' 'to' 'Hamas' '.']",[10 10 10 10 10  1 10 10 10 10 10 10 10  2 10]
1489,"['Israeli' 'media' 'published' 'the' 'first' 'reports' 'about' 'the'
 'social' 'networking' 'and' 'social' 'engineering' 'aspects' 'of' 'this'
 'campaign' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1490,"['However' 'it' '’' 's' 'unclear' 'whether' 'organizations' 'that' 'later'
 'reported' 'on' 'ViperRAT' 'performed' 'their' 'own' 'independent'
 'research' 'or' 'simply' 'based' 'their' 'content' 'on' 'the' 'original'
 'Israeli' 'report' '.']","[10 10 10 10 10 10 10 10 10 10 10  1 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10]"
1491,"['Hamas' 'is' 'not' 'widely' 'known' 'for' 'having' 'a' 'sophisticated'
 'mobile' 'capability' ',' 'which' 'makes' 'it' 'unlikely' 'they' 'are'
 'directly' 'responsible' 'for' 'ViperRAT' '.']",[ 2 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  1 10]
1492,"['ViperRAT' 'has' 'been' 'operational' 'for' 'quite' 'some' 'time' ','
 'with' 'what' 'appears' 'to' 'be' 'a' 'test' 'application' 'that'
 'surfaced' 'in' 'late' '2015' '.']",[ 1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1493,"['Many' 'of' 'the' 'default' 'strings' 'in' 'this' 'application' 'are'
 'in' 'Arabic' ',' 'including' 'the' 'name' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1494,"['It' 'is' 'unclear' 'whether' 'this' 'means' 'early' 'samples' 'were'
 'targeting' 'Arabic' 'speakers' 'or' 'if' 'the' 'developers' 'behind'
 'it' 'are' 'fluent' 'in' 'Arabic' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1495,['This' 'leads' 'us' 'to' 'believe' 'this' 'is' 'another' 'actor' '.'],[10 10 10 10 10 10 10 10 10 10]
1496,"['What' 'this' 'means' 'for' 'you' 'All' 'Lookout' 'customers' 'are'
 'protected' 'from' 'this' 'threat' '.']",[10 10 10 10 10 10  2 10 10 10 10 10 10 10]
1497,"['However' ',' 'the' 'existence' 'of' 'threats' 'like' 'ViperRAT' 'and'
 'Pegasus' ',' 'the' 'most' 'sophisticated' 'piece' 'of' 'mobile'
 'surveillanceware' 'we' '’' 've' 'seen' 'to' 'date' ',' 'are' 'evidence'
 'that' 'attackers' 'are' 'targeting' 'mobile' 'devices' '.']","[10 10 10 10 10 10 10  1 10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10]"
1498,"['Mobile' 'devices' 'are' 'at' 'the' 'frontier' 'of' 'cyber' 'espionage'
 ',' 'and' 'other' 'criminal' 'motives' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1499,"['Enterprise' 'and' 'government' 'employees' 'all' 'use' 'these' 'devices'
 'in' 'their' 'day-to-day' 'work' ',' 'which' 'means' 'IT' 'and'
 'security' 'leaders' 'within' 'these' 'organizations' 'must' 'prioritize'
 'mobile' 'in' 'their' 'security' 'strategies' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10]"
1500,"['Check' 'Point' 'researchers' 'discovered' 'another' 'widespread'
 'malware' 'campaign' 'on' 'Google' 'Play' ',' 'Google' '’' 's' 'official'
 'app' 'store' '.']",[ 2  7 10 10 10 10 10 10 10  3  8 10  2 10 10 10 10 10 10]
1501,"['The' 'malware' ',' 'dubbed' '“' 'Judy' '”' ',' 'is' 'an' 'auto-clicking'
 'adware' 'which' 'was' 'found' 'on' '41' 'apps' 'developed' 'by' 'a'
 'Korean' 'company' '.']",[10 10 10 10 10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1502,"['The' 'malware' 'uses' 'infected' 'devices' 'to' 'generate' 'large'
 'amounts' 'of' 'fraudulent' 'clicks' 'on' 'advertisements' ','
 'generating' 'revenues' 'for' 'the' 'perpetrators' 'behind' 'it' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1503,"['The' 'malicious' 'apps' 'reached' 'an' 'astonishing' 'spread' 'between'
 '4.5' 'million' 'and' '18.5' 'million' 'downloads' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1504,"['Some' 'of' 'the' 'apps' 'we' 'discovered' 'resided' 'on' 'Google' 'Play'
 'for' 'several' 'years' ',' 'but' 'all' 'were' 'recently' 'updated' '.']",[10 10 10 10 10 10 10 10  3  8 10 10 10 10 10 10 10 10 10 10]
1505,"['It' 'is' 'unclear' 'how' 'long' 'the' 'malicious' 'code' 'existed'
 'inside' 'the' 'apps' ',' 'hence' 'the' 'actual' 'spread' 'of' 'the'
 'malware' 'remains' 'unknown' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1506,"['We' 'also' 'found' 'several' 'apps' 'containing' 'the' 'malware' ','
 'which' 'were' 'developed' 'by' 'other' 'developers' 'on' 'Google' 'Play'
 '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  3  8 10]
1507,"['The' 'connection' 'between' 'the' 'two' 'campaigns' 'remains' 'unclear'
 ',' 'and' 'it' 'is' 'possible' 'that' 'one' 'borrowed' 'code' 'from'
 'the' 'other' ',' 'knowingly' 'or' 'unknowingly' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10]"
1508,"['The' 'oldest' 'app' 'of' 'the' 'second' 'campaign' 'was' 'last'
 'updated' 'in' 'April' '2016' ',' 'meaning' 'that' 'the' 'malicious'
 'code' 'hid' 'for' 'a' 'long' 'time' 'on' 'the' 'Play' 'store'
 'undetected' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10  3  8 10 10]"
1509,"['These' 'apps' 'also' 'had' 'a' 'large' 'amount' 'of' 'downloads'
 'between' '4' 'and' '18' 'million' ',' 'meaning' 'the' 'total' 'spread'
 'of' 'the' 'malware' 'may' 'have' 'reached' 'between' '8.5' 'and' '36.5'
 'million' 'users' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10]"
1510,"['Similar' 'to' 'previous' 'malware' 'which' 'infiltrated' 'Google' 'Play'
 ',' 'such' 'as' 'FalseGuide' 'and' 'Skinner' ',' 'Judy' 'relies' 'on'
 'the' 'communication' 'with' 'its' 'Command' 'and' 'Control' 'server' '('
 'C' '&' 'C' ')' 'for' 'its' 'operation' '.']","[10 10 10 10 10 10  3  8 10 10 10  1 10  1 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10]"
1511,"['After' 'Check' 'Point' 'notified' 'Google' 'about' 'this' 'threat' ','
 'the' 'apps' 'were' 'swiftly' 'removed' 'from' 'the' 'Play' 'store' '.']",[10  2  7 10  2 10 10 10 10 10 10 10 10 10 10 10  3  8 10]
1512,"['How' 'Judy' 'operates' ':' 'To' 'bypass' 'Bouncer' ',' 'Google' 'Play'
 '’' 's' 'protection' ',' 'the' 'hackers' 'create' 'a' 'seemingly'
 'benign' 'bridgehead' 'app' ',' 'meant' 'to' 'establish' 'connection'
 'to' 'the' 'victim' '’' 's' 'device' ',' 'and' 'insert' 'it' 'into' 'the'
 'app' 'store' '.']","[10  1 10 10 10 10  3 10  3  8 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
1513,"['Once' 'a' 'user' 'downloads' 'a' 'malicious' 'app' ',' 'it' 'silently'
 'registers' 'receivers' 'which' 'establish' 'a' 'connection' 'with' 'the'
 'C' '&' 'C' 'server' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1514,"['The' 'server' 'replies' 'with' 'the' 'actual' 'malicious' 'payload' ','
 'which' 'includes' 'JavaScript' 'code' ',' 'a' 'user-agent' 'string'
 'and' 'URLs' 'controlled' 'by' 'the' 'malware' 'author' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10]"
